Method,"X(mean 100, var 10)","Y(mean 110, var 15)","X(mean = 1, var =2)","Y (mean = 3, var = 1.4)","X(mean = 0.54, var = 0.019)","Y(mean = 0.7, var = 0.016)"
Independent,98.08261479,110.4666938,4.055163546,2.797720227,0.407303797,0.464805001
Independent,98.33965509,114.0302875,0.588587744,3.141320815,0.597091398,0.600790562
Independent,98.71744092,113.0242081,1.633131377,2.569948619,0.52633162,0.700993394
Independent,98.35882892,113.9250529,0.280917079,1.379196326,0.47098437,0.873285337
Independent,101.2423051,111.0016458,-0.694227424,4.347757696,0.409489472,0.763898455
Independent,100.6316593,102.9751461,1.569706024,3.047020136,0.420882671,0.573923599
Independent,101.8923335,109.36281,-0.695821373,3.603076827,0.739703058,0.795119192
Independent,97.67413189,113.4092157,-0.787849887,3.283368298,0.671438791,0.720014386
Independent,101.5049402,106.1350933,0.147326206,1.957436066,0.682221978,0.746139211
Independent,100.409506,106.8478456,2.506101797,1.727270352,0.587597675,0.770601979
Independent,97.31645444,107.8317016,1.368639293,3.323236327,0.552133478,0.88717959
Independent,98.79583365,104.667122,1.450028044,3.774267893,0.789924161,0.589545247
Independent,93.00025158,109.468072,1.621176667,2.625726147,0.758950484,0.834109555
Independent,93.66636412,109.5893117,2.215736722,4.376530845,0.401444776,0.892968873
Independent,101.2734778,108.6746898,2.208253351,2.748109853,0.55638409,0.858739937
Independent,97.83280179,113.9409976,0.975214381,0.92127224,0.459746726,0.750031173
Independent,100.6263641,110.7482898,0.055306639,2.926142675,0.449491876,0.508096484
Independent,102.5401263,109.8065636,2.795189857,2.872963698,0.350392583,0.856804496
Independent,95.68644813,113.1059532,0.618980194,3.737278612,0.298963493,0.664077093
Independent,101.9196592,113.3383374,1.013867566,1.585618978,0.318126341,0.575961424
Independent,97.99612482,110.2946081,-0.323094325,3.426242269,0.452670083,0.799614066
Independent,99.92233337,101.5227522,-0.084057025,1.296699577,0.497936273,0.826687201
Independent,103.0061309,111.6369512,0.365575854,3.424141209,0.211598714,0.723829383
Independent,103.9039458,112.4778488,-2.259725378,2.34409821,0.387073349,0.559920188
Independent,100.1892506,109.4709587,-0.182649365,1.53989051,0.515941159,0.865319797
Independent,101.8937427,108.8650458,1.598479712,3.048830543,0.493082111,0.744719088
Independent,100.4005756,107.0744599,0.455460951,2.822794995,0.292397084,0.895047886
Independent,102.1349683,107.1020217,2.983767294,4.32546049,0.33425626,0.655140552
Independent,98.23484461,109.6535943,-1.126999163,5.66725861,0.580094252,0.572098324
Independent,96.94815789,106.6090835,-0.756326924,2.276175742,0.582697898,0.725148344
Independent,99.53764754,114.8059355,-2.36505863,2.567396925,0.469675756,0.681265823
Independent,102.2877904,112.8933854,2.03044955,3.498921316,0.677306434,0.606995127
Independent,99.66552259,109.7897763,1.298721327,3.657112124,0.557542776,0.625345154
Independent,100.0048653,117.1138376,2.240844317,2.083787456,0.402311187,0.77250306
Independent,102.6215542,106.9681132,3.512677449,4.065085558,0.666921232,0.659776441
Independent,97.03029508,114.6315834,1.922961026,4.530611526,0.721839014,0.841789965
Independent,95.19806076,113.6749529,1.391532127,2.862699281,0.451617118,0.685880991
Independent,93.53845281,102.9066533,1.429983744,4.539749753,0.525000159,0.757302386
Independent,96.53115402,111.7677062,0.393961941,3.140154481,0.595634593,0.765043929
Independent,100.4229761,108.8469007,3.353750085,3.261047639,0.760633649,0.785187607
Independent,101.138653,108.8650095,1.767064469,4.764628059,0.292351764,0.848692019
Independent,102.6296195,113.4479414,0.890664238,2.874426734,0.731116569,0.738905796
Independent,96.3996965,106.6816883,-0.120279377,1.764566172,0.268302907,0.754927005
Independent,95.32484436,111.3646492,2.039593858,2.426165924,0.73079608,0.740858925
Independent,97.17344943,115.2453958,1.412546784,2.374313156,0.631571867,0.960206107
Independent,97.28256093,106.4882102,-0.777668365,4.252638326,0.255710284,0.704013153
Independent,102.1666464,108.7307525,0.950172404,4.564342573,0.574484253,0.644022176
Independent,101.772336,100.7261731,3.389554652,3.217162978,0.488336805,0.757812527
Independent,100.1266217,110.3361642,1.382137624,2.677826414,0.777366701,0.800174975
Independent,98.70977548,104.8134677,0.863632067,1.896443333,0.669773371,0.622072907
Independent,102.3808045,109.3317392,1.364185871,3.746507944,0.615769473,0.518015863
Independent,98.92521493,111.6510669,0.891015974,1.651045088,0.658681057,0.818422432
Independent,96.88470018,110.7107975,-1.096742017,2.765580131,0.563646565,0.8045226
Independent,100.8899859,117.193555,0.116256828,2.563293378,0.614934877,0.786023361
Independent,102.5728805,114.4844803,-0.991276357,3.72626934,0.580053326,0.716658378
Independent,100.4980119,105.5209208,-0.772461252,3.404486078,0.393816903,0.556102036
Independent,101.7190949,115.0195022,-0.12645323,3.706531479,0.434087007,0.68559961
Independent,101.3382268,110.2929899,1.364826799,2.595152805,0.71294811,0.765880924
Independent,106.7885016,110.9490715,3.500232529,5.186769196,0.548320159,0.673894653
Independent,99.39209715,105.1710816,2.516924751,3.775284037,0.746281829,0.706921289
Independent,95.24569198,105.9594738,2.629753637,6.084913874,0.438191639,0.75445965
Independent,98.48722512,112.0689231,2.146128801,5.490163129,0.501720496,0.827713668
Independent,100.8805416,110.9349928,0.980563242,1.60558841,0.45167494,0.780065741
Independent,101.0140443,117.5874599,1.669263656,2.964045257,0.583815294,0.705687124
Independent,102.3212943,111.6921044,-0.110324178,2.681162696,0.461451493,0.853165676
Independent,104.0387387,96.33278792,0.289772556,4.327844938,0.769165347,0.430551547
Independent,97.40469415,114.3880942,4.053319022,3.447506433,0.608206705,0.885494183
Independent,102.3441592,114.9233633,1.759085636,3.61197687,0.420618812,0.805081637
Independent,98.4542258,114.8030501,2.224256332,4.438897457,0.723946995,0.542584075
Independent,103.9089256,114.673068,2.359304951,3.982500658,0.412406264,0.683918087
Independent,96.5189215,111.9697374,0.118261071,0.518776578,0.597476039,0.70859977
Independent,99.96210775,107.4229901,2.732758261,2.840821225,0.778352617,0.75944074
Independent,99.79669393,108.9917311,-1.148878751,3.419415743,0.839284378,0.60741172
Independent,100.5936112,105.9562778,3.826976046,4.974958203,0.758743741,0.55858696
Independent,94.43614916,107.2457996,0.685436088,2.825552671,0.500384749,0.86087176
Independent,97.93169836,112.1694543,2.164191425,4.951687969,0.569886156,0.487590424
Independent,99.35301875,109.9990327,0.147901237,3.084052033,0.621114597,0.839443317
Independent,104.5126581,109.369756,1.675248429,3.531147118,0.318875192,0.454165097
Independent,98.67263879,105.748185,3.681262958,2.020400873,0.827106908,0.646153294
Independent,101.1321915,115.6507532,2.051373443,1.601640769,0.509853821,0.435036348
Independent,93.44633232,108.790085,1.112866787,4.366123781,0.538467304,0.705699768
Independent,98.24173293,115.5927609,0.774588628,1.465955718,0.621954461,0.735177217
Independent,104.3920254,109.9351627,3.559753965,2.351957551,0.397882877,0.704145711
Independent,98.84079175,107.4304252,1.315001085,2.061786028,0.595003754,0.553345759
Independent,99.22980816,111.8838247,-0.999121272,3.921892145,0.515018026,0.861200368
Independent,99.6532721,110.9833303,0.035969287,3.962502343,0.600014789,0.814514211
Independent,102.1812795,112.3483637,0.11569244,0.959596412,0.58152404,0.728702288
Independent,101.7878783,103.1825921,1.306814828,2.180511318,0.265539444,0.603378381
Independent,97.98377967,112.8063982,-0.620857781,6.197231371,0.729005657,0.559092081
Independent,100.6126017,117.8872941,-0.186590496,3.943667527,0.579124449,0.791097511
Independent,99.06424558,117.2653241,-0.759598831,5.338000692,0.501084173,0.703326069
Independent,103.0687442,114.2580951,-1.473197679,3.010250047,0.427297145,0.751078055
Independent,96.68713628,108.2452205,0.076145653,3.300082168,0.529793422,0.560575493
Independent,95.18682583,108.2895138,-0.1265787,3.492016876,0.653571832,0.677998009
Independent,102.4905749,102.4568748,2.629528931,2.368747214,0.561614602,0.795291248
Independent,108.9152861,113.2339559,1.100718007,2.017313586,0.51434376,0.772003393
Independent,102.5265622,108.0860922,0.605474066,2.354510545,0.381112414,0.865419579
Independent,104.7456881,97.85995995,-0.424594938,3.808291454,0.459193537,0.673128436
Independent,100.7741058,109.9527511,0.014060744,2.792661109,0.715243611,0.60283936
Independent,95.61853441,109.1844212,0.540033222,2.882595215,0.342307831,0.762179749
Independent,97.91146668,116.4321187,0.037854901,4.269769491,0.254164255,0.640618321
Independent,101.5532011,107.182888,2.937087212,3.449118168,0.58293218,0.864075542
Independent,97.97509834,110.0035759,-0.264653003,2.45693143,0.205879368,0.800313733
Independent,97.41861401,111.8679374,1.572132969,3.866812722,0.470869527,0.740061936
Independent,105.3840107,114.7780459,-0.02108895,3.253970202,0.694735006,0.711413669
Independent,99.48425838,107.9941026,1.623300934,2.09962997,0.393164442,0.839559877
Independent,94.14926085,111.2390179,0.274704083,3.509460933,0.737647966,0.601207508
Independent,106.0285249,115.7887777,3.604665159,2.451463105,0.634216347,0.589776925
Independent,94.07383654,110.8693928,0.757834567,5.036133525,0.545120198,0.848165467
Independent,98.86095923,119.3189565,-0.474203156,4.275820449,0.572939509,0.580781931
Independent,99.03557646,111.683331,1.411989821,3.343625727,0.537058669,0.735371268
Independent,98.97307913,109.0224472,-0.530384055,2.964644068,0.433873403,0.449562736
Independent,98.76567726,108.115375,1.603581424,3.595541834,0.441617015,0.670814202
Independent,97.89652107,106.1843424,0.655755726,4.003707475,0.622906289,0.847358823
Independent,100.2426084,112.7413343,1.246287633,3.465838836,0.435599939,0.953790653
Independent,93.36960693,113.3630083,-0.068664385,2.177566404,0.554949126,0.802504461
Independent,97.44300249,107.4661172,-1.53254879,4.059740785,0.513498307,0.811739223
Independent,103.6990845,115.6119177,0.696576343,1.000600811,0.295222012,0.688899455
Independent,96.8283331,117.8506245,-0.239830369,2.708528051,0.729114628,0.716672284
Independent,94.47813077,105.373679,1.909523997,1.295696778,0.591660301,0.728098297
Independent,98.59422642,101.3499169,4.664654047,1.947608125,0.494172843,0.580368199
Independent,102.1064795,111.8693458,2.459044367,3.900596271,0.543718558,0.77501896
Independent,100.4140853,112.908198,-0.332438064,1.725933867,0.329568691,0.666605035
Independent,108.7608501,115.6321854,3.128948845,3.751930687,0.494823669,0.669857111
Independent,100.7213581,108.499348,1.49213552,3.896332704,0.817743636,0.525816833
Independent,96.46733018,101.8157307,3.943114568,2.965542842,0.762260926,0.462157563
Independent,99.48966249,114.8010727,2.606511925,3.327868966,0.667880132,0.590437771
Independent,99.82903253,110.5815543,0.596645501,3.748333425,0.537135496,0.767725525
Independent,99.90915892,109.6869705,2.12268871,2.360334754,0.171584462,0.782988011
Independent,98.76880529,102.4608933,0.424872261,2.604074077,0.687718778,0.401131967
Independent,97.27002739,110.7810002,-0.068909861,2.695993933,0.664600855,0.847708455
Independent,98.57292828,107.2343691,0.054400378,2.922106073,0.320362099,0.671472181
Independent,95.04030568,112.3547946,2.486019453,3.515436248,0.530374768,0.732727683
Independent,98.69927892,106.9421652,-1.72242566,3.503907783,0.449492456,0.641705666
Independent,100.0164435,110.918317,-0.470486489,2.502919472,0.38968394,0.686253425
Independent,107.3109314,109.2889212,0.174039863,3.231217514,0.710130554,0.679485784
Independent,98.08870457,107.2721823,0.935778096,2.668081802,0.450230721,0.64693842
Independent,99.3058174,105.6410209,-0.311372185,0.734620051,0.619435555,0.797235872
Independent,100.5279824,109.9237015,0.579121154,4.3061452,0.455316306,0.676388098
Independent,102.1211896,105.5835604,-0.974794579,2.804626264,0.667714426,0.705667371
Independent,94.16157932,113.7044579,-0.292660401,2.06289972,0.688692398,0.711573823
Independent,103.6934816,110.1551877,0.827623179,1.904214828,0.475712999,0.706945568
Independent,100.5597367,110.5028337,-0.485491926,1.745988564,0.439267958,0.520460105
Independent,101.0640634,112.4244635,0.408901043,3.186154651,0.453657856,0.740781885
Independent,94.88027246,113.5805304,-0.968893839,4.075118252,0.541221847,0.831821855
Independent,98.21135334,106.0586378,2.954142556,3.273649602,0.77013532,0.718465454
Independent,94.52611452,109.4116704,-1.068866493,4.426303357,0.403802053,0.755779735
Independent,95.62800035,117.0442149,0.053317837,3.262252874,0.656981624,0.781502433
Independent,95.24152455,116.8750498,0.142864978,3.307888434,0.617649693,0.435754426
Independent,92.77125345,108.7188494,1.778564723,3.902288396,0.77024904,0.876856323
Independent,100.1021068,111.1348609,0.186296074,3.213104141,0.332846414,0.781655317
Independent,98.88185669,104.2040767,0.218264373,2.837225573,0.644361404,0.708652866
Independent,100.9396947,115.3302011,3.484161117,4.840362458,0.590093902,0.90646365
Independent,100.0303014,110.6685373,0.268679366,2.672487643,0.346736591,0.721098733
Independent,96.44629233,112.3635997,-0.041057681,1.701316555,0.467272008,0.433494982
Independent,101.1136579,108.0501222,1.904985223,3.987046818,0.417850058,0.883956333
Independent,100.1753363,114.0672823,0.80608604,1.01930081,0.547586468,0.787841306
Independent,98.87102265,109.4002669,1.287144575,6.297364724,0.368352726,0.882022866
Independent,98.25270625,100.035156,-1.163908281,1.389920519,0.332672414,0.746707631
Independent,102.0851954,103.142433,0.112193906,1.918361551,0.54093163,0.596713007
Independent,99.78044612,107.0133464,-0.583459432,3.417653113,0.665503473,0.846419361
Independent,96.57733745,107.6843245,-2.234428016,1.479199745,0.279172374,0.730266142
Independent,96.79276531,109.149858,1.321794052,2.759164765,0.447892122,0.503770715
Independent,98.65267455,115.1253386,-0.615079559,0.944678859,0.609404557,0.740496146
Independent,98.51392285,107.323767,0.051588819,3.677822837,0.40048155,0.549134967
Independent,100.5354494,110.0825887,1.774392893,2.844669118,0.461727636,0.678662836
Independent,100.8396182,112.336991,0.487047327,3.767156913,0.4209985,0.689182621
Independent,98.90018279,114.3262502,1.168772693,3.326008183,0.631956999,0.713536514
Independent,100.8992933,110.4066305,0.51159622,1.996393667,0.749455098,0.820389969
Independent,99.61634426,107.8197167,0.978676657,2.081071136,0.687184423,0.726778545
Independent,99.37028717,103.8709159,1.78736434,4.064768993,0.66155237,0.774763606
Independent,98.51757319,110.0511137,0.448754232,3.161693744,0.734931182,0.863517538
Independent,101.756288,106.7479613,2.194613342,2.30603191,0.448770401,0.778917804
Independent,102.5633894,117.6053953,-0.368289131,1.530373682,0.603149321,0.625134735
Independent,103.4989093,108.7663574,0.867338206,1.514477385,0.800713978,0.786708443
Independent,99.27442483,105.6672444,0.549143211,2.923776187,0.445684365,0.814184562
Independent,102.3702383,107.3025979,1.654686995,3.064005011,0.668749521,0.585913072
Independent,104.3619709,107.4445022,1.428598241,2.850395999,0.661925264,0.700752432
Independent,97.87941714,109.3072226,-0.710644218,4.687742265,0.599599187,0.79342111
Independent,99.86620294,106.7696666,-0.290243254,4.824279634,0.414860082,0.857377337
Independent,98.26195734,104.1532592,3.741176297,2.619652955,0.590026755,0.730594184
Independent,100.8589116,114.2885735,-0.22054258,3.379821113,0.572665427,0.782721988
Independent,99.90785309,111.3300998,1.494076511,3.7384213,0.567443139,0.610156208
Independent,102.0071524,111.5876778,-0.394452889,4.29828261,0.49827661,0.807310809
Independent,100.2564392,111.550375,1.413078983,2.028261366,0.441943197,0.917920349
Independent,105.2467341,108.3579502,0.940782335,3.143356936,0.746207631,0.806429222
Independent,102.5016236,114.4306692,0.369361427,1.34010592,0.838444801,0.858455176
Independent,104.7244473,115.6348012,-0.638297006,1.873388675,0.399513503,0.684151443
Independent,98.81986898,105.7494695,2.028519318,3.89386715,0.519434373,0.591267943
Independent,95.36823093,106.7191115,-0.720286589,3.100501996,0.581912246,0.8030588
Independent,100.442253,114.5296867,-0.595603016,2.491610391,0.705099397,0.576295849
Independent,101.796976,108.897492,-0.456002876,2.070253596,0.670695224,0.420194872
Independent,104.1581176,109.7149922,1.142315163,0.939169424,0.577697832,0.593312419
Independent,102.9949504,111.0219555,1.495580701,5.101799155,0.749882759,0.846480788
Independent,109.5875813,106.7300904,1.071274837,3.242804779,0.336146657,0.598129572
Independent,101.4628962,102.5802818,0.817918686,1.7584746,0.445236419,0.490177608
Independent,97.66966421,112.5286114,1.098116277,1.649023399,0.47802469,0.786502855
Independent,102.6037035,115.868062,3.297424945,2.404598814,0.520706679,0.684327941
Independent,101.9981844,103.7520187,-1.873391249,2.267615576,0.512398739,0.385311165
Independent,102.0632867,108.5053688,1.476454467,2.295220006,0.447150711,0.631159316
Independent,102.038294,106.5276709,0.311809105,1.083445824,0.465208823,0.623692967
Independent,104.1133247,100.9723554,-1.138413668,5.059829819,0.444114882,0.804159508
Independent,98.57604396,108.0929286,0.713258182,3.165328897,0.363236429,0.680250546
Independent,97.83495972,107.3121073,-1.641467601,4.317400486,0.474973509,0.783422192
Independent,100.5294101,111.1879158,0.283553885,3.716060614,0.424300275,0.706519704
Independent,99.93339661,109.810123,-0.907789067,4.314219809,0.543883621,0.727363927
Independent,98.48515479,107.7116027,-1.269518775,1.069815886,0.504607199,0.595088694
Independent,100.8750901,110.9397256,0.341330706,3.069590266,0.514859001,0.674116606
Independent,96.65792943,113.4327237,-0.491690936,2.117818084,0.372974028,0.564223342
Independent,96.02743074,110.6570724,-1.584338414,3.262621546,0.450646799,0.64361687
Independent,95.37422479,116.7865702,-1.761735774,3.214764337,0.41705912,0.801883465
Independent,101.8066297,112.0388386,0.60467088,3.18882284,0.638730174,0.873720162
Independent,96.19817141,107.0893393,-1.521266265,3.546908393,0.520925488,0.66093169
Independent,99.59515185,102.1803302,0.315161355,3.670130352,0.460123902,0.731073837
Independent,94.00671251,113.1243389,1.989581613,1.855732862,0.655378147,0.899588491
Independent,97.57172372,113.71655,0.479848486,2.334356613,0.753281329,0.670611952
Independent,97.10279315,101.7573756,0.506748768,2.30539056,0.664839513,0.812526
Independent,98.50474375,107.821927,1.52425963,3.460000012,0.621213774,0.774853686
Independent,101.1576173,105.0858931,0.5688428,2.769028813,0.549643501,0.797755057
Independent,99.43966812,104.4794196,0.944446126,2.666736724,0.48250599,0.45170642
Independent,96.22401125,115.554445,2.519694491,2.492160306,0.700923354,0.841055376
Independent,98.29402829,110.8247406,0.8753884,3.955084779,0.370440211,0.848978933
Independent,102.9160991,116.4572871,-0.753940794,1.378573656,0.546510898,0.347170958
Independent,95.54315129,108.4182898,-0.293488117,4.907708993,0.573981755,0.826414781
Independent,98.53765784,111.1155744,0.979393507,2.982369996,0.593456666,0.563164376
Independent,97.11926668,108.8021975,1.313202734,3.872572603,0.397272732,0.712875192
Independent,98.48686255,115.4327057,1.839471423,3.615419346,0.353462512,0.709740075
Independent,97.06244872,107.1489992,0.661199703,3.234452217,0.391882613,0.646029155
Independent,99.89193775,112.3542258,-2.200978138,3.712828904,0.720506378,0.827051867
Independent,99.49660477,110.7920554,-0.165058604,1.063794771,0.630325368,0.481179918
Independent,101.2108592,112.1474133,1.270238319,2.41942144,0.556748163,0.897757868
Independent,99.93997242,111.350107,1.363087246,1.299607187,0.638412881,0.783598822
Independent,100.4890283,109.4221585,0.815215572,4.27576651,0.487611114,0.731299532
Independent,92.41093721,111.4088223,1.275422898,1.211263677,0.336192937,0.764018345
Independent,95.75234395,109.6857395,-0.179083685,2.524642255,0.545028598,0.838416679
Independent,98.58828116,113.1667256,-1.359915192,1.536042538,0.471455953,0.784345889
Independent,97.90503296,108.8069689,0.472029194,2.580427454,0.752990736,0.753435585
Independent,99.20355639,107.7854945,-1.209428609,2.874356966,0.323848784,0.350104488
Independent,98.96286679,108.4999638,-0.154044966,2.965214855,0.692611812,0.843537708
Independent,97.97775576,114.8168741,0.126461487,2.546319552,0.554053026,0.707595234
Independent,100.9680214,112.0336714,2.070436951,2.007326535,0.476935823,0.852554424
Independent,96.47414802,112.1485627,-0.702282996,3.837716462,0.521475311,0.694600059
Independent,99.51055376,110.5991242,0.492323904,3.995011008,0.471321179,0.43086103
Independent,96.82131148,102.364588,-0.693331893,1.534008378,0.67680914,0.843081034
Independent,101.9079379,105.6944398,-0.419419584,3.540407887,0.250169094,0.855797564
Independent,100.1548792,112.1177839,2.084512361,4.934274037,0.612740415,0.924009583
Independent,101.6159514,109.253832,0.092158898,3.55001105,0.275882457,0.767124935
Independent,101.5244979,112.3014371,2.651701308,1.30227845,0.35753725,0.680985689
Independent,102.1742411,106.8261901,-1.884697086,1.158731804,0.377476165,0.36318924
Independent,102.7083762,106.1086053,-1.375426883,2.236688774,0.711542681,0.634269767
Independent,101.4289251,111.2037881,2.229468937,2.331854761,0.578921748,0.607536804
Independent,98.69146158,104.7614058,3.033856671,5.303572627,0.47647998,0.599064854
Independent,105.6986406,108.1769314,2.072970891,1.396627082,0.741675007,0.861265716
Independent,104.4957988,104.7890379,1.729397037,0.945770114,0.405994366,0.6450112
Independent,98.67659361,115.3103904,0.671962577,2.06106087,0.457333571,0.586241206
Independent,100.1844252,110.1964632,-1.142083651,2.281268577,0.546209004,0.640362692
Independent,101.0070199,116.4595531,1.515185183,4.05422733,0.678199238,0.849997804
Independent,97.5642435,112.6337487,2.574958824,3.788279181,0.456917228,0.793601695
Independent,99.48104747,105.1004633,2.619607369,2.68535953,0.626989991,0.862401555
Independent,97.45361747,114.6310483,-0.037499932,3.351000286,0.555454007,0.77345761
Independent,96.85706117,115.3406959,0.896677154,3.591606181,0.654602972,0.734967654
Independent,96.29755383,102.5135681,2.608960296,3.655700151,0.357118871,0.493893322
Independent,97.42809143,100.3312011,0.687037636,3.957045865,0.398697102,0.823097353
Independent,99.97956463,109.3722221,0.708659677,3.72427783,0.444357441,0.648763511
Independent,104.0882993,114.7224143,3.854440331,2.987438676,0.871427415,0.903377022
Independent,101.9562465,105.9571628,-0.208008452,3.975219025,0.471191623,0.661397592
Independent,100.5674639,109.8292877,-1.458481308,2.82975985,0.269981993,0.648384275
Independent,98.6890816,114.0081302,0.95134576,3.062880924,0.61736509,0.724668873
Independent,99.58798838,110.0174161,2.601499825,2.607425615,0.67742419,0.745483842
Independent,101.8561782,114.2374745,1.915532965,4.610269676,0.46738618,0.776441926
Independent,106.2811882,103.1980821,3.580378388,2.580101168,0.454844377,0.649901859
Independent,98.15944277,111.0839581,1.545116683,1.411117197,0.710977862,0.805433879
Independent,102.949087,111.4071383,-0.10572103,4.769137066,0.341863806,0.722960906
Independent,92.30528824,114.0615158,0.688102606,2.650756128,0.507576637,0.697344617
Independent,98.58516628,111.314712,3.176725582,1.19448633,0.357955731,0.786226633
Independent,101.049049,107.7925154,-0.474855782,3.360719884,0.506559666,0.659054383
Independent,99.45832993,108.4558648,0.350006059,3.262489718,0.641082617,0.79343193
Independent,101.2056345,115.5725147,0.151502825,4.426047759,0.708595373,0.661827152
Independent,97.00923622,107.7840804,-0.117210873,2.849056989,0.618688139,0.665774928
Independent,103.6213597,108.3144817,-1.780253965,4.314045701,0.581617433,0.701741384
Independent,97.548751,113.8199928,1.828146241,3.901141069,0.603453715,0.639524399
Independent,103.710152,106.5944121,-0.730686362,2.026658586,0.48384636,0.790761934
Independent,100.5551718,106.148483,2.433390609,0.586649051,0.690979197,0.654918276
Independent,102.4731622,112.40561,1.046798116,2.912057897,0.27478085,0.652753487
Independent,102.1705165,109.1457735,-0.216981574,5.625460032,0.483144749,0.496518242
Independent,99.1372174,103.6879833,2.201462202,3.58589903,0.407913209,0.833366976
Independent,102.5301287,115.3496979,2.42102518,3.276951375,0.562258989,0.589723597
Independent,97.70599253,110.8851449,0.834079882,3.982937916,0.402459532,0.639246864
Independent,99.32741258,108.5957444,2.263178226,3.454635917,0.681898167,0.499563562
Independent,95.77201211,115.8099429,-0.775061,1.356594291,0.569727193,0.819394622
Independent,97.80618869,111.8100623,1.879451628,3.848281328,0.586063812,0.73494213
Independent,99.46129507,108.2098954,-1.487156674,2.472538321,0.651756943,0.769701169
Independent,99.58812711,114.0542142,1.959331332,2.967023566,0.67959315,0.401251165
Independent,99.42373461,107.5867555,1.016484921,1.420952783,0.76384989,0.694014652
Independent,98.41843087,110.0330831,1.436568596,0.782136763,0.53237447,0.934567364
Independent,98.50342125,115.809321,2.853797245,1.99922819,0.574042677,0.848353407
Independent,98.22087735,104.109935,1.146691229,1.345786539,0.509145701,0.833259635
Independent,96.7360661,110.8227603,2.92853325,4.652418162,0.573617991,0.895841153
Independent,93.92265142,110.7076678,-0.441754073,2.258594538,0.442881753,0.696739151
Independent,94.19110587,108.8778461,1.576814195,3.330108377,0.532144058,0.840916982
Independent,93.45802346,117.6581262,0.926665182,3.640272317,0.707544773,0.639492208
Independent,95.43134343,114.0519052,-0.017948726,3.087776168,0.672887639,0.653420296
Independent,100.6008337,109.6830081,2.013741318,3.642254052,0.550674646,0.435989786
Independent,98.6970609,120.0071554,2.531501644,4.278934966,0.41475186,0.787738132
Independent,99.62334272,115.0969636,-0.713574449,4.11754978,0.508364092,0.821155259
Independent,96.58823697,114.391859,0.765177147,4.381479264,0.391563959,0.588870294
Independent,103.7400785,116.6114323,0.831992333,3.463447634,0.487620913,0.601277339
Independent,103.2834264,103.1926829,0.571512584,2.800626954,0.406524571,0.845270994
Independent,99.97745996,108.6543989,-2.518333947,1.679095285,0.361620859,0.624912081
Independent,102.8713309,112.0352138,1.670873783,3.23971285,0.499447149,0.517774339
Independent,97.16603399,110.3217811,2.78431822,0.977882915,0.541306866,0.622570387
Independent,95.25187891,104.9450911,1.190765919,2.153696889,0.423725286,0.896878184
Independent,95.87931593,112.870733,1.375649285,1.789427995,0.553803628,0.712980349
Independent,100.9541882,117.442766,0.694457675,2.5322516,0.680586736,0.603955686
Independent,98.41225182,107.8067421,2.803940359,3.594270888,0.437621421,0.767092181
Independent,98.0382143,114.9741951,1.204370137,5.786204532,0.409074452,0.53881192
Independent,102.8735895,110.8475767,0.093592121,2.957267717,0.490180489,0.656600607
Independent,97.98510366,109.8996279,2.543186633,3.86763501,0.656005285,0.58472197
Independent,97.83671776,103.0427766,0.008196681,3.854904649,0.532621777,0.7370008
Independent,101.9568252,104.4901876,0.872199194,4.276511805,0.256835732,0.831772506
Independent,102.2789376,104.9972415,0.852975756,2.67719376,0.701145058,0.84114389
Independent,99.01221155,101.46943,-0.748169183,3.756796793,0.561942195,0.548390342
Independent,100.8664811,106.2342122,-0.901568041,-0.3610308,0.726660951,0.449945882
Independent,98.14985381,107.1730117,1.020543935,1.499807985,0.493539376,0.694077169
Independent,99.50441613,115.573594,3.677019345,1.72484056,0.493159857,0.800758563
Independent,102.7519726,105.6330589,1.355894145,3.586928859,0.622412856,0.829949694
Independent,96.80123318,115.3603858,1.325035411,4.108345248,0.626755507,0.657906151
Independent,98.15526577,109.6386697,1.95294427,2.093751245,0.623492092,0.693232974
Independent,97.03344197,107.0753769,1.016855639,1.364894908,0.539935859,0.768054367
Independent,102.5987318,104.4498595,1.402725717,2.564198245,0.363256741,0.523166666
Independent,103.9676361,108.4504178,3.166970701,3.734122454,0.360555349,0.52644837
Independent,98.11650527,107.9535092,-2.177175036,4.011145147,0.691370937,0.500717382
Independent,100.1764868,112.9348779,0.590825974,1.528727946,0.460064404,0.839589777
Independent,100.8332288,109.996408,1.246480811,5.557528025,0.432393397,0.562387389
Independent,99.44222664,112.2163213,-0.775164117,2.558224652,0.439820525,0.72821606
Independent,100.5750183,108.9198694,2.491890456,3.75867551,0.700789058,0.536130838
Independent,103.4330659,112.6116009,1.452752891,2.113438193,0.568000723,0.676922923
Independent,101.864352,114.7325606,-0.009077236,3.187680494,0.723545583,0.74112068
Independent,98.16522057,121.8409071,3.387171503,1.492378656,0.864249772,0.680891601
Independent,104.1839114,115.0633171,1.682020272,2.533096874,0.570715922,0.394045903
Independent,98.82742707,108.4798641,2.924465885,2.163867328,0.641201982,0.60735751
Independent,107.5680377,112.1848371,1.340891909,2.690065957,0.588708387,0.639980392
Independent,104.3414314,108.0966824,0.376088398,3.458679324,0.583901647,0.751767812
Independent,101.7909347,114.3854539,1.282556842,3.205309241,0.331384788,0.524467194
Independent,98.17859258,112.840207,1.723223961,2.760164132,0.205711019,0.689152223
Independent,99.53307006,109.8677849,-2.118080499,4.260039428,0.560669949,0.835034271
